step,cmd_vx,cmd_vy,cmd_wz,vx,vy,wz,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
137.000000,1.000000,0.000000,0.000000,0.804378,-0.029897,0.235289,0.157524,1.217743,-0.294922,0.286783,-0.125846,2.084926,-0.278699,0.668052,1.728588,-0.351092,-0.028944,0.599278
138.000000,1.000000,0.000000,0.000000,0.774576,-0.027630,0.183189,0.206114,0.972062,-1.139977,0.361258,-0.188324,1.560753,-0.617564,0.706883,1.758236,-0.215405,0.325056,-0.674342
139.000000,1.000000,0.000000,0.000000,0.760910,-0.026946,0.168713,0.254739,0.528258,-1.499644,0.537240,-0.232959,1.702269,-0.412222,0.666899,1.775332,-0.163997,0.247067,-1.126257
140.000000,1.000000,0.000000,0.000000,0.763212,-0.036121,0.184161,0.193498,-0.014068,-1.534464,0.619589,-0.044384,1.488739,-0.379417,0.470254,1.836666,-0.230982,0.254990,-1.262839
141.000000,1.000000,0.000000,0.000000,0.766199,-0.043104,0.174985,0.246814,-0.424375,-1.501973,0.844989,-0.202153,1.557399,-0.446848,0.336631,1.801045,-0.194871,-0.106593,-1.337611
142.000000,1.000000,0.000000,0.000000,0.773650,-0.040817,0.139483,0.173138,-0.760400,-1.451291,0.722176,-0.218317,1.767352,-0.714005,0.481324,1.674622,-0.179059,-0.264630,-1.373601
143.000000,1.000000,0.000000,0.000000,0.779937,-0.035160,0.130577,0.183012,-1.035482,-1.054341,0.715454,-0.336318,1.956913,-0.501224,0.359542,1.662396,-0.206371,-0.534645,-1.197510
144.000000,1.000000,0.000000,0.000000,0.801404,-0.027676,0.173750,0.292193,-1.349591,-0.524271,0.228639,0.244319,2.271119,-0.595398,0.554941,1.755435,-0.044339,-0.756841,-0.973557
145.000000,1.000000,0.000000,0.000000,0.820451,-0.019852,0.200488,0.180687,-1.467912,0.139356,0.424693,0.009714,2.328221,-0.477627,0.387789,1.775248,-0.134452,-0.987778,-0.526479
146.000000,1.000000,0.000000,0.000000,0.837228,0.000667,0.183847,0.116837,-1.572138,0.743122,0.334685,-0.349380,2.701882,-0.548810,0.482426,1.708840,-0.405910,-1.438047,-0.104810
147.000000,1.000000,0.000000,0.000000,0.865090,0.025970,0.136425,-0.034441,-1.457865,1.008925,0.497486,-0.587556,2.920352,-0.783967,0.626845,1.848558,-0.272872,-1.586270,0.326688
148.000000,1.000000,0.000000,0.000000,0.908003,0.043730,0.089769,0.142762,-1.223773,1.259722,0.453725,-0.314829,2.947180,-0.664104,0.629496,2.153816,-0.323004,-1.549753,0.774145
149.000000,1.000000,0.000000,0.000000,0.928640,0.043869,0.241955,-0.051028,-1.140149,1.493938,0.074397,-0.054354,3.078497,-0.111010,0.344655,2.088960,-0.263430,-1.267161,1.204806
150.000000,1.000000,0.000000,0.000000,0.886713,0.015362,0.171499,0.448553,-0.746465,1.968379,-0.020090,0.314472,2.386833,0.246286,0.374756,2.032012,-0.210642,-1.058274,1.644288
151.000000,1.000000,0.000000,0.000000,0.819214,-0.005610,0.245726,-0.190757,-0.587362,1.917245,-0.098955,0.787936,1.300784,0.624551,0.287047,1.177022,0.319022,0.211606,1.746354
152.000000,1.000000,0.000000,0.000000,0.765386,-0.024977,0.306968,-0.408357,-0.228315,2.161265,-0.024794,0.795328,0.123529,0.509402,0.483391,0.224820,0.450591,0.885253,2.005983
153.000000,1.000000,0.000000,0.000000,0.754342,-0.025893,0.287026,-0.518792,0.357686,1.845878,0.018682,0.562502,-0.709398,0.486840,0.463755,-0.359005,0.204417,1.168527,2.196042
154.000000,1.000000,0.000000,0.000000,0.769131,-0.014900,0.211067,-0.481999,0.562251,1.580819,-0.018199,0.237974,-1.110247,0.459207,0.339172,-0.586217,-0.054785,1.216417,2.286427
155.000000,1.000000,0.000000,0.000000,0.788649,-0.006309,0.211368,-0.547729,0.169150,1.510275,-0.252576,0.111367,-1.320138,0.430403,0.043076,-0.730407,0.335042,1.173776,2.275616
156.000000,1.000000,0.000000,0.000000,0.820543,0.004645,0.139787,-0.447348,0.431582,1.593410,-0.221658,-0.289869,-1.247904,0.247792,-0.025685,-0.695548,0.276800,1.065831,2.261632
157.000000,1.000000,0.000000,0.000000,0.839517,0.005822,0.051049,-0.203928,0.190772,1.815410,-0.136892,-0.795193,-1.078928,0.250909,-0.305981,-0.817453,0.297860,0.718080,1.950532
158.000000,1.000000,0.000000,0.000000,0.859902,-0.001309,0.130773,-0.746018,0.088317,1.863250,-0.124895,-1.136507,-0.853886,0.240477,-0.846154,-0.654494,0.711996,1.103778,1.952522
159.000000,1.000000,0.000000,0.000000,0.880629,-0.009162,0.244109,-1.101793,-0.218231,1.898558,0.002617,-1.182895,-0.454238,0.254432,-1.011817,-0.662470,0.865315,0.822909,2.095841
160.000000,1.000000,0.000000,0.000000,0.905092,-0.026820,0.253794,-0.638360,-0.106553,2.245259,0.092763,-1.458552,-0.243531,0.301527,-1.175577,-0.606954,0.632624,0.706113,2.020394
161.000000,1.000000,0.000000,0.000000,0.950450,-0.043998,0.237003,-0.269551,0.273051,2.462342,-0.004304,-1.478308,0.212903,0.314164,-1.176023,-0.226565,0.699692,0.783494,2.335687
162.000000,1.000000,0.000000,0.000000,1.006328,-0.054336,0.231172,-0.404673,0.469554,2.431051,-0.060004,-1.326725,0.806083,0.073991,-1.367600,0.142922,0.768928,0.568061,2.672897
163.000000,1.000000,0.000000,0.000000,1.056240,-0.070790,0.251960,-0.125803,0.465498,2.393714,-0.316064,-1.214551,1.389620,-0.087873,-1.516315,0.699299,0.740194,0.442990,2.624018
164.000000,1.000000,0.000000,0.000000,1.034800,-0.059183,0.182363,0.055725,0.492979,2.575502,-0.150534,-1.175836,1.594310,-0.056382,-1.320662,1.063636,0.308443,0.339704,2.379331
165.000000,1.000000,0.000000,0.000000,0.969703,-0.042079,0.239341,-0.175518,0.370892,2.252056,-0.252363,-0.663058,1.767450,-0.115602,-0.989677,1.673723,0.170668,0.338223,1.777054
166.000000,1.000000,0.000000,0.000000,0.888487,-0.031652,0.306546,-0.055845,0.874222,1.110348,0.025111,-0.315594,1.910120,-0.378818,-0.080480,1.819759,-0.195611,0.195704,0.953333
167.000000,1.000000,0.000000,0.000000,0.837075,-0.025084,0.274759,0.127170,1.069965,-0.301735,0.432052,-0.132958,1.909371,-0.636265,0.779858,1.913971,-0.278558,0.377788,-0.349315
168.000000,1.000000,0.000000,0.000000,0.817262,-0.024352,0.228891,0.223923,0.937088,-1.233881,0.572844,-0.088612,1.724639,-0.658180,0.955383,1.941463,-0.269636,0.466201,-0.854156
169.000000,1.000000,0.000000,0.000000,0.804927,-0.022027,0.174053,0.179147,0.380101,-1.595340,0.547089,-0.422410,1.588923,-0.924142,0.684625,1.704428,-0.078037,0.440535,-1.194092
170.000000,1.000000,0.000000,0.000000,0.801898,-0.028603,0.122311,0.247857,-0.029725,-1.455136,0.949788,-0.412590,1.417546,-0.381404,0.398694,1.764126,-0.211853,0.173436,-1.231671
171.000000,1.000000,0.000000,0.000000,0.805435,-0.030435,0.148281,0.051077,-0.574767,-1.481307,0.504139,-0.238096,1.719448,-0.528777,0.390808,1.828923,-0.148871,0.062488,-1.343589
172.000000,1.000000,0.000000,0.000000,0.814073,-0.023164,0.073701,0.180399,-0.860982,-1.369672,0.664584,-0.228768,1.803139,-0.832929,0.622526,1.659486,-0.116277,-0.314375,-1.358556
173.000000,1.000000,0.000000,0.000000,0.823384,-0.010394,0.036807,0.195613,-1.210129,-1.000301,0.426529,-0.320646,2.043907,-0.751915,0.617630,1.626198,-0.142126,-0.472775,-1.317573
174.000000,1.000000,0.000000,0.000000,0.839065,-0.003077,0.007216,0.286284,-1.429101,-0.294145,0.529167,-0.169580,1.980460,-0.515325,0.581181,1.783815,-0.217246,-0.719843,-0.924344
175.000000,1.000000,0.000000,0.000000,0.852361,0.019122,0.008407,0.104208,-1.593005,0.219168,0.385934,-0.350895,2.440418,-0.529263,0.607006,1.549633,-0.245141,-1.020294,-0.632361
176.000000,1.000000,0.000000,0.000000,0.878181,0.041185,0.074529,0.098916,-1.694854,0.670421,0.129768,-0.248195,2.781954,-0.423135,0.496430,1.771047,-0.239564,-1.147562,-0.233674
177.000000,1.000000,0.000000,0.000000,0.926457,0.052614,0.106152,0.187819,-1.511341,1.422674,0.048822,0.173925,2.821200,-0.494613,0.525031,2.253954,-0.264552,-1.234506,0.348162
178.000000,1.000000,0.000000,0.000000,0.958162,0.059410,0.081372,0.225613,-1.348691,1.687840,0.411799,-0.038823,2.814057,-0.494198,0.477498,2.253397,-0.422490,-1.503570,0.843141
179.000000,1.000000,0.000000,0.000000,0.935973,0.025407,0.205531,-0.082161,-1.084363,2.043979,0.103082,0.173758,2.810992,-0.040238,0.404330,2.214229,-0.295341,-1.464348,1.307190
180.000000,1.000000,0.000000,0.000000,0.866889,0.006153,0.123636,0.189320,-0.652708,1.942149,0.094101,0.366549,2.340826,0.352426,0.449904,1.672548,-0.065389,-1.019624,1.877821
181.000000,1.000000,0.000000,0.000000,0.795547,-0.015989,0.262288,-0.344574,-0.634095,1.918453,-0.159320,0.873013,1.142291,0.721435,0.404804,0.652762,0.469823,0.466427,1.924253
182.000000,1.000000,0.000000,0.000000,0.757291,-0.031269,0.216057,-0.333453,0.152729,2.093572,0.088229,0.612774,-0.281391,0.416130,0.625568,-0.095124,0.460211,0.886096,1.976717
183.000000,1.000000,0.000000,0.000000,0.751562,-0.031836,0.214684,-0.613451,0.232542,1.757820,-0.014143,0.545855,-0.925425,0.524841,0.436397,-0.471438,0.294922,1.092716,2.156174
184.000000,1.000000,0.000000,0.000000,0.766727,-0.027330,0.173979,-0.619151,0.497138,1.561444,-0.037679,0.162895,-1.242909,0.360083,0.236539,-0.407465,0.293359,0.945424,1.998794
185.000000,1.000000,0.000000,0.000000,0.794023,-0.013569,0.047083,-0.248221,0.613899,1.601139,-0.219235,-0.101562,-1.260459,0.343883,0.205490,-0.706804,0.177831,0.804143,2.273752
186.000000,1.000000,0.000000,0.000000,0.821224,-0.005992,0.018692,-0.445763,0.348668,1.657032,-0.312754,-0.412919,-1.198894,0.266291,-0.160584,-0.725123,0.479257,0.870861,2.187398
187.000000,1.000000,0.000000,0.000000,0.843538,-0.007489,-0.015224,-0.407581,0.201723,1.974452,-0.213427,-0.879004,-0.992487,0.210904,-0.494662,-0.823317,0.541774,0.765036,2.084281
188.000000,1.000000,0.000000,0.000000,0.869024,-0.011358,0.024000,-0.626933,0.174928,1.856068,-0.134953,-1.068882,-0.827112,0.210218,-0.622721,-0.882726,0.762506,0.778000,2.042596
189.000000,1.000000,0.000000,0.000000,0.892601,-0.022026,0.092186,-0.682780,0.037171,2.024011,-0.080782,-1.344263,-0.405707,0.258932,-0.955558,-0.821311,0.895593,0.660971,2.109422
190.000000,1.000000,0.000000,0.000000,0.927477,-0.037737,0.068136,-0.252004,0.198514,2.397165,-0.041750,-1.588533,0.198388,0.230619,-1.082018,-0.733436,0.804140,0.599218,2.294223
191.000000,1.000000,0.000000,0.000000,0.960519,-0.063939,0.172654,-0.711671,-0.004834,2.347789,-0.022249,-1.423944,0.471061,0.227138,-1.343376,-0.139530,0.979412,0.718457,2.162802
192.000000,1.000000,0.000000,0.000000,1.008108,-0.089027,0.164435,-0.223889,0.267951,2.620530,-0.038353,-1.424327,0.888773,0.168094,-1.472177,0.268349,0.709432,0.663533,2.473844
193.000000,1.000000,0.000000,0.000000,1.045543,-0.097844,0.126014,-0.034441,0.448359,2.383832,-0.142999,-1.245001,1.345037,-0.052699,-1.517368,0.783413,0.467944,0.519952,2.685811
194.000000,1.000000,0.000000,0.000000,1.012869,-0.069803,0.075815,-0.088039,0.353432,2.356591,-0.145161,-0.839088,1.731276,-0.030734,-1.335121,1.182242,0.102133,0.169805,2.467632
195.000000,1.000000,0.000000,0.000000,0.938248,-0.045279,0.182398,-0.242535,0.570167,1.791597,-0.179612,-0.416241,1.740255,-0.219130,-0.780360,1.715547,-0.058616,0.354778,1.769792
196.000000,1.000000,0.000000,0.000000,0.855628,-0.029808,0.215366,-0.047611,0.947656,0.915970,0.185019,-0.308575,2.079234,-0.380304,0.141670,1.829511,-0.283413,0.127872,0.870170
197.000000,1.000000,0.000000,0.000000,0.802398,-0.013297,0.098387,0.217009,1.195791,-0.652462,0.619491,-0.406821,1.781430,-0.768029,0.740637,1.548804,-0.418984,0.219205,-0.296791
198.000000,1.000000,0.000000,0.000000,0.777014,-0.012175,0.082619,0.182601,0.893531,-1.342981,0.570055,-0.194877,1.617489,-0.693609,0.657774,1.843114,-0.216224,0.416278,-0.997483
199.000000,1.000000,0.000000,0.000000,0.775416,-0.020127,0.099198,0.228769,0.418519,-1.410352,0.626195,-0.097899,1.422241,-0.340948,0.624076,1.863544,-0.119787,0.320913,-0.982725
200.000000,1.000000,0.000000,0.000000,0.779037,-0.031816,0.125887,0.236124,-0.068873,-1.449946,0.649142,-0.016400,1.323742,-0.215646,0.426524,1.750661,-0.216652,0.233180,-1.170317
201.000000,0.000000,0.000000,1.000000,0.775891,-0.031686,0.070457,0.197269,-0.502877,-1.472209,0.864982,-0.456753,1.592182,-0.606590,0.394244,1.646928,-0.205012,-0.120956,-1.380502
202.000000,0.000000,0.000000,1.000000,0.780842,-0.025902,0.051270,0.217936,-0.882101,-1.328224,0.635544,-0.306451,1.825979,-0.608420,0.481825,1.661301,-0.132613,-0.361521,-1.419689
203.000000,0.000000,0.000000,1.000000,0.752261,-0.003449,0.051666,0.006167,-0.416877,-0.240544,0.187462,-1.585443,1.424284,-0.351802,-0.492875,0.729407,-0.236167,0.006680,-0.601746
204.000000,0.000000,0.000000,1.000000,0.717653,0.024193,0.119599,0.105124,-0.444432,0.437449,-0.071530,-1.805159,1.630176,-0.017508,-0.591349,0.702163,-0.398279,0.004732,-0.448857
205.000000,0.000000,0.000000,1.000000,0.682565,0.065557,0.097905,0.069209,-0.512250,0.805509,0.133803,-1.969292,1.811677,-0.260121,-0.166877,0.586225,-0.540291,-0.216129,-0.343326
206.000000,0.000000,0.000000,1.000000,0.645869,0.100862,0.150195,-0.033614,-0.828384,1.044834,-0.348283,-1.532932,1.747573,-0.370687,0.078001,0.592424,-0.335377,-0.204746,-0.184011
207.000000,0.000000,0.000000,1.000000,0.577238,0.094508,0.196990,-0.062239,-0.917164,1.470202,-0.437007,-1.248252,1.602436,-0.361688,0.024574,0.757935,-0.088188,-0.485740,0.154493
208.000000,0.000000,0.000000,1.000000,0.500094,0.079440,0.222117,-0.087299,-0.909561,1.313712,0.167152,-1.119052,1.299522,0.044046,0.066759,0.389067,-0.158397,-0.633659,0.523232
209.000000,0.000000,0.000000,1.000000,0.428467,0.078246,0.299881,-0.393413,-0.817180,0.887732,0.542357,-1.588571,1.560020,0.206519,0.123967,0.118669,-0.351870,-0.693184,0.566781
210.000000,0.000000,0.000000,1.000000,0.355616,0.074385,0.249186,-0.512035,-0.861459,1.247536,0.439050,-1.430560,1.127499,0.254435,0.106507,0.163358,-0.209397,-0.377721,0.676622
211.000000,0.000000,0.000000,1.000000,0.297741,0.052628,0.188272,-0.396207,-0.660296,1.689962,-0.025521,-0.454331,0.299641,0.352357,0.207839,0.029504,0.633076,0.041122,1.003263
212.000000,0.000000,0.000000,1.000000,0.244595,0.032455,0.176883,-0.593948,-0.923881,1.610491,-0.136930,0.205884,-0.243660,0.309329,0.355389,0.083806,0.800217,0.121460,1.243596
213.000000,0.000000,0.000000,1.000000,0.207950,0.014676,0.128725,-0.333150,-0.880596,1.812865,-0.132000,0.339209,-0.395053,0.270476,0.381292,-0.081932,0.722266,0.032585,1.273836
214.000000,0.000000,0.000000,1.000000,0.176930,0.003192,0.205344,-0.890276,-1.175046,1.559893,-0.205353,0.366820,-0.404970,0.268765,0.351621,-0.153431,0.821723,0.055416,1.294526
215.000000,0.000000,0.000000,1.000000,0.153490,-0.006380,0.155330,-0.434773,-0.975900,1.637498,-0.223639,0.263883,-0.458600,0.212019,0.455750,-0.212296,0.506917,-0.167017,1.247446
216.000000,0.000000,0.000000,1.000000,0.145940,-0.003641,0.109348,-0.275848,-0.793853,1.343440,-0.370026,0.364656,-0.603164,0.281477,0.481904,-0.397767,0.524722,-0.056358,1.652090
217.000000,0.000000,0.000000,1.000000,0.130250,-0.013858,0.097372,-0.360989,-0.979428,1.680693,-0.300860,0.224521,-0.311703,0.117518,0.391187,-0.409739,0.656674,-0.132685,1.298153
218.000000,0.000000,0.000000,1.000000,0.122007,-0.019931,0.131168,-0.488906,-0.820406,1.519547,-0.302620,0.261055,-0.306922,0.177003,0.407193,-0.456397,0.754571,0.013857,1.415658
219.000000,0.000000,0.000000,1.000000,0.125846,-0.019687,0.094575,-0.450437,-0.381937,1.643331,-0.367683,0.268071,-0.211237,0.128750,0.438008,-0.530854,0.560532,0.063592,1.656377
220.000000,0.000000,0.000000,1.000000,0.126569,-0.023505,0.065102,-0.320868,-0.344377,1.463355,-0.287520,0.079971,-0.226669,0.141571,0.215455,-0.105164,0.503668,0.180129,1.435718
221.000000,0.000000,0.000000,1.000000,0.125656,-0.031196,0.064630,-0.296758,-0.322286,1.545272,-0.215568,-0.147273,-0.107756,0.076675,0.096384,-0.074393,0.794313,0.329671,1.372562
222.000000,0.000000,0.000000,1.000000,0.120187,-0.034018,0.004644,-0.469261,-0.576629,1.573201,-0.071091,-0.055893,0.156773,0.179738,0.069821,-0.048210,0.290306,0.010701,1.488961
223.000000,0.000000,0.000000,1.000000,0.120351,-0.039523,0.050472,-0.650364,-0.547284,1.378553,0.086222,-0.097409,0.471813,0.279855,-0.026617,0.397867,0.598633,0.338043,1.441576
224.000000,0.000000,0.000000,1.000000,0.117559,-0.044876,0.026041,-0.165835,-0.368288,1.440454,-0.038470,-0.308016,0.912373,0.112594,0.047620,0.680473,0.624091,0.188984,1.339092
225.000000,0.000000,0.000000,1.000000,0.110359,-0.039045,0.081438,-0.111137,-0.155578,0.986830,-0.293268,-0.369806,1.253399,-0.062270,0.036314,0.918141,0.403180,0.211758,1.103724
226.000000,0.000000,0.000000,1.000000,0.099984,-0.036055,0.023545,0.096712,0.072147,0.631529,0.290753,-0.330586,1.397086,-0.144644,0.196584,1.086247,-0.137494,0.118359,0.397730
227.000000,0.000000,0.000000,1.000000,0.089865,-0.036406,-0.008495,0.142022,0.073477,0.267096,0.438955,-0.312701,1.476856,-0.506157,0.242636,1.369666,-0.059403,0.310891,-0.063535
228.000000,0.000000,0.000000,1.000000,0.078344,-0.037662,0.079649,0.200389,0.174324,-0.267764,0.440299,-0.456656,1.621486,0.017041,0.094915,1.560002,-0.148842,0.485879,-0.184231
229.000000,0.000000,0.000000,1.000000,0.070802,-0.035617,0.107276,0.192383,0.225200,-0.413984,0.377246,-0.545065,1.650095,-0.426917,0.165507,1.609614,-0.164966,0.513701,-0.222375
230.000000,0.000000,0.000000,1.000000,0.068158,-0.031546,0.093013,0.180378,0.332399,-0.440826,0.621619,-0.495751,1.704222,-0.475793,0.227409,1.541605,-0.207739,0.530489,-0.313858
231.000000,0.000000,0.000000,1.000000,0.062995,-0.028950,0.068368,0.124837,0.298750,-0.390947,0.736835,-0.592327,1.658533,-0.535697,0.080703,1.549865,-0.230937,0.504301,-0.358284
232.000000,0.000000,0.000000,1.000000,0.053380,-0.023076,0.122551,0.096383,0.230047,-0.442143,0.535118,-0.550698,1.823178,-0.384367,-0.119347,1.447509,-0.137702,0.457741,-0.421805
233.000000,0.000000,0.000000,1.000000,0.048192,-0.016986,0.042078,0.177059,0.340583,-0.354995,0.880946,-0.658056,1.612414,-0.647486,0.058284,1.398908,-0.221475,0.386842,-0.281457
234.000000,0.000000,0.000000,1.000000,0.035187,-0.008441,0.010527,0.114047,0.209121,-0.239450,0.690830,-0.791020,1.685439,-0.585031,-0.052677,1.297725,-0.211997,0.313602,-0.317122
235.000000,0.000000,0.000000,1.000000,0.027364,-0.004508,0.103755,0.097186,0.121955,-0.082212,0.245402,-0.519638,1.724595,-0.325336,-0.139333,1.397127,-0.154346,0.387783,-0.311072
236.000000,0.000000,0.000000,1.000000,0.028139,0.000085,0.090276,0.187309,0.131341,0.179461,0.468447,-0.363637,1.593766,-0.562456,0.186408,1.369270,-0.143404,0.205355,-0.110981
237.000000,0.000000,0.000000,1.000000,0.031404,-0.000621,0.137096,0.267813,0.107985,0.372892,0.417693,-0.383126,1.693711,-0.419909,0.073594,1.648740,-0.096253,0.132572,0.262245
238.000000,0.000000,0.000000,1.000000,0.028154,0.003401,0.093775,0.098835,-0.051059,0.523042,0.673780,-0.517836,1.505550,-0.421934,0.277771,1.343473,-0.276910,-0.097806,0.508779
239.000000,0.000000,0.000000,1.000000,0.015332,0.012387,-0.006365,-0.171696,-0.225755,0.655804,0.650579,-0.432950,1.476761,-0.573024,0.346254,1.115150,-0.127912,-0.380023,0.612148
240.000000,0.000000,0.000000,1.000000,0.013303,0.007662,-0.005382,-0.072252,-0.228492,1.040603,0.226566,-0.030244,1.156232,-0.183052,0.048652,1.174286,0.097006,-0.209422,0.842464
241.000000,0.000000,0.000000,1.000000,0.009328,0.009076,-0.003980,-0.300611,-0.223998,1.142484,0.168449,0.034297,0.632837,-0.009712,0.113917,0.397631,0.466572,-0.079162,1.100724
242.000000,0.000000,0.000000,1.000000,0.000474,0.001230,0.035810,-0.514937,-0.462235,1.509601,-0.118916,0.071501,0.319273,0.077932,0.187996,0.175626,0.771302,-0.016636,1.196068
243.000000,0.000000,0.000000,1.000000,0.007469,0.000952,0.051837,-0.497382,-0.187256,1.559627,-0.185508,0.140085,0.233600,0.147359,0.270831,-0.162825,0.744870,0.394763,1.691867
244.000000,0.000000,0.000000,1.000000,-0.004772,-0.012961,0.122725,-0.833626,-0.637871,1.476184,-0.225774,0.217153,-0.174540,0.220698,0.097845,-0.173595,0.691439,0.025200,1.226355
245.000000,0.000000,0.000000,1.000000,-0.002754,-0.020926,0.175405,-0.775640,-0.489801,1.545011,-0.197600,0.293436,-0.290107,0.257305,0.243224,-0.294343,0.892623,0.242849,1.615575
246.000000,0.000000,0.000000,1.000000,0.002412,-0.033943,0.080689,-0.078768,-0.145065,1.775012,-0.142246,0.050375,-0.331997,0.132468,0.380685,-0.411718,0.830611,0.199104,1.456171
247.000000,0.000000,0.000000,1.000000,0.004046,-0.047224,0.124324,-0.620583,-0.376052,1.694825,-0.228793,0.044036,-0.305008,0.169229,0.234148,-0.429342,1.047716,0.308565,1.494670
248.000000,0.000000,0.000000,1.000000,0.007125,-0.059536,0.117545,-0.550542,-0.435540,1.766298,-0.145119,0.008234,-0.489556,0.152586,0.297025,-0.463010,0.851531,0.314089,1.585822
249.000000,0.000000,0.000000,1.000000,0.015562,-0.072732,0.154479,-0.427406,-0.294870,1.681360,-0.349175,0.053894,-0.328973,0.099176,0.248186,-0.455893,1.062133,0.453263,1.475888
250.000000,0.000000,0.000000,1.000000,0.036167,-0.069434,0.039941,-0.202707,0.080694,1.489145,-0.422584,0.031116,-0.103371,0.075351,0.319619,-0.453446,0.431669,0.307308,1.761858
251.000000,0.000000,0.000000,1.000000,0.061642,-0.068047,-0.055966,-0.164598,0.250363,1.519203,-0.422782,-0.083125,0.086627,0.139625,0.363192,-0.347526,0.562254,0.418490,1.797406
252.000000,0.000000,0.000000,1.000000,0.080984,-0.069271,-0.026179,-0.490430,0.133852,1.479263,-0.198816,-0.185454,0.624760,0.058889,0.070845,0.027371,0.989971,0.505892,1.713907
253.000000,0.000000,0.000000,1.000000,0.083561,-0.058622,0.048613,-0.475271,0.089819,1.254190,-0.392032,-0.238740,0.741107,0.099097,0.067555,0.314977,0.716967,0.339961,1.239047
254.000000,0.000000,0.000000,1.000000,0.070256,-0.058934,-0.030544,-0.158753,-0.280212,1.500644,0.078959,-0.373691,0.694264,0.076322,-0.099599,0.655380,0.321338,0.067496,1.074940
255.000000,0.000000,0.000000,1.000000,0.061996,-0.060086,0.007460,-0.334644,-0.169870,1.061786,0.152119,-0.267154,1.025695,0.147945,-0.088012,0.863710,0.125016,0.150816,0.812020
256.000000,0.000000,0.000000,1.000000,0.062568,-0.054844,0.012145,0.033918,-0.008191,0.523661,0.381200,-0.204990,1.245054,-0.063062,0.083276,1.112980,-0.043560,0.287638,0.495621
257.000000,0.000000,0.000000,1.000000,0.056689,-0.045104,0.095277,0.089826,0.065101,0.033259,0.284877,-0.286821,1.537442,-0.073004,-0.002470,1.229296,-0.071779,0.381134,0.149144
258.000000,0.000000,0.000000,1.000000,0.048096,-0.036288,0.077578,0.113213,0.137931,-0.069208,0.575401,-0.343024,1.621191,-0.435501,0.123500,1.293945,-0.166977,0.375590,-0.247832
259.000000,0.000000,0.000000,1.000000,0.036514,-0.030972,0.104349,0.092719,0.177979,-0.287520,0.560013,-0.438767,1.660792,-0.425009,-0.140536,1.420419,-0.124935,0.433524,-0.308655
260.000000,0.000000,0.000000,1.000000,0.035865,-0.032694,0.122773,0.117650,0.294446,-0.379893,0.656936,-0.339897,1.667161,-0.480380,-0.046363,1.710053,-0.175093,0.556194,-0.317597
261.000000,0.000000,0.000000,1.000000,0.033841,-0.028549,0.121117,0.190835,0.328630,-0.369713,0.514267,-0.255694,1.623108,-0.597028,0.026762,1.376665,-0.146117,0.447641,-0.355275
262.000000,0.000000,0.000000,1.000000,0.031438,-0.023837,0.027568,0.198696,0.278479,-0.365890,0.893367,-0.521392,1.724353,-0.903144,0.195594,1.563933,-0.205488,0.395837,-0.354413
263.000000,0.000000,0.000000,1.000000,0.023507,-0.018015,-0.014898,0.125829,0.114162,-0.343557,0.811283,-0.515922,1.719551,-0.792685,0.060142,1.395566,-0.135511,0.306246,-0.366398
264.000000,0.000000,0.000000,1.000000,0.021208,-0.017720,0.036640,0.154772,0.165756,-0.377219,0.556748,-0.277082,1.625741,-0.423917,-0.039417,1.377964,-0.110703,0.404022,-0.393768
265.000000,0.000000,0.000000,1.000000,0.019416,-0.015010,0.028085,0.152594,0.152825,-0.142413,0.528695,-0.436711,1.668410,-0.766308,0.028345,1.463074,-0.072390,0.376165,-0.252750
266.000000,0.000000,0.000000,1.000000,0.017832,-0.012346,-0.016560,0.183448,0.142786,-0.033083,0.716599,-0.489556,1.612082,-0.639888,0.163769,1.469348,-0.121125,0.139699,-0.000582
267.000000,0.000000,0.000000,1.000000,0.015255,-0.015353,-0.031120,0.096195,0.046370,0.255376,0.714335,-0.498883,1.371807,-0.276773,0.146297,1.392029,-0.278436,0.075482,0.247449
268.000000,0.000000,0.000000,1.000000,0.017164,-0.015030,-0.040037,0.143378,-0.094027,0.601640,0.505957,-0.296596,1.410133,-0.461510,0.282303,1.381579,-0.149590,-0.068998,0.351795
269.000000,0.000000,0.000000,1.000000,0.005870,-0.004962,-0.072041,-0.125434,-0.258691,0.732615,0.569269,-0.296785,1.500799,-0.269425,0.161421,1.067334,-0.180508,-0.259352,0.533522
270.000000,0.000000,0.000000,1.000000,-0.002165,0.012075,-0.043377,-0.115092,-0.237839,0.818842,0.157914,-0.078955,1.714712,-0.187127,0.236553,0.893544,0.018742,-0.247724,0.801748
271.000000,0.000000,0.000000,1.000000,-0.000941,0.014671,-0.014902,-0.068340,-0.127329,1.141506,-0.185668,0.079626,0.872047,-0.001387,0.108093,0.574064,0.246250,0.042467,1.060891
272.000000,0.000000,0.000000,1.000000,0.002573,0.014235,0.010155,-0.388022,-0.146633,1.347266,-0.097446,0.207829,0.391682,0.239867,0.055454,0.237846,0.388300,0.102832,1.362927
273.000000,0.000000,0.000000,1.000000,0.009307,0.009803,0.023651,-0.403514,-0.245992,1.558491,-0.140465,0.240596,0.102444,0.225671,0.230304,-0.098230,0.696419,0.338098,1.553517
274.000000,0.000000,0.000000,1.000000,0.014988,0.002435,0.111171,-0.633119,-0.232477,1.531282,-0.148059,0.264247,-0.169677,0.254727,0.115579,-0.292938,0.958308,0.521053,1.606892
